image_id,selection_group,true_label,model_pred,model_pred_prob,cam_target_class,cam_target_prob,panel_path,overlay_path,heatmap_path
2191616657.jpg,wrong_high_conf,4,3,0.9191901087760925,3,0.9191901087760925,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/wrong_high_conf_010_2191616657_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/wrong_high_conf_010_2191616657_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/wrong_high_conf_010_2191616657_heatmap.png
2203540560.jpg,wrong_high_conf,3,1,0.7824271321296692,1,0.7824271321296692,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/wrong_high_conf_011_2203540560_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/wrong_high_conf_011_2203540560_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/wrong_high_conf_011_2203540560_heatmap.png
1330510466.jpg,uncertain,2,3,0.3297094702720642,3,0.3297094702720642,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_012_1330510466_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_012_1330510466_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_012_1330510466_heatmap.png
2202563232.jpg,uncertain,4,0,0.37722185254096985,0,0.37722185254096985,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_013_2202563232_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_013_2202563232_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_013_2202563232_heatmap.png
1501728003.jpg,uncertain,0,4,0.7758172750473022,4,0.7758172750473022,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_014_1501728003_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_014_1501728003_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_014_1501728003_heatmap.png
824811574.jpg,uncertain,1,3,0.5870082378387451,3,0.5870082378387451,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_015_824811574_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_015_824811574_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_015_824811574_heatmap.png
2333079073.jpg,uncertain,4,3,0.5198025703430176,3,0.5198025703430176,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_016_2333079073_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_016_2333079073_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_016_2333079073_heatmap.png
2854111497.jpg,uncertain,1,0,0.4808932840824127,0,0.4808932840824127,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_017_2854111497_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_017_2854111497_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/uncertain_017_2854111497_heatmap.png
602031471.jpg,low_true_prob,3,2,0.8087064623832703,2,0.8087064623832703,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_018_602031471_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_018_602031471_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_018_602031471_heatmap.png
3822534983.jpg,low_true_prob,2,3,0.7438802123069763,3,0.7438802123069763,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_019_3822534983_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_019_3822534983_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_019_3822534983_heatmap.png
783577117.jpg,low_true_prob,3,1,0.5308219790458679,1,0.5308219790458679,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_020_783577117_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_020_783577117_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_020_783577117_heatmap.png
3819082104.jpg,low_true_prob,1,2,0.7163381576538086,2,0.7163381576538086,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_021_3819082104_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_021_3819082104_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_021_3819082104_heatmap.png
1654084150.jpg,low_true_prob,2,3,0.9106056690216064,3,0.9106056690216064,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_022_1654084150_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_022_1654084150_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_022_1654084150_heatmap.png
72925791.jpg,low_true_prob,0,4,0.8481307625770569,4,0.8481307625770569,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_023_72925791_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_023_72925791_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/low_true_prob_023_72925791_heatmap.png
3203412332.jpg,per_class,0,4,0.4978313744068146,4,0.4978313744068146,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_024_3203412332_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_024_3203412332_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_024_3203412332_heatmap.png
1652157522.jpg,per_class,0,3,0.5159345865249634,3,0.5159345865249634,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_025_1652157522_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_025_1652157522_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_025_1652157522_heatmap.png
3944841972.jpg,per_class,0,0,0.8564563393592834,0,0.8564563393592834,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_026_3944841972_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_026_3944841972_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_026_3944841972_heatmap.png
1333580402.jpg,per_class,0,4,0.5132694244384766,4,0.5132694244384766,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_027_1333580402_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_027_1333580402_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_027_1333580402_heatmap.png
3959033347.jpg,per_class,0,4,0.9127864837646484,4,0.9127864837646484,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_028_3959033347_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_028_3959033347_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_028_3959033347_heatmap.png
942994246.jpg,per_class,0,4,0.46781229972839355,4,0.46781229972839355,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_029_942994246_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_029_942994246_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_029_942994246_heatmap.png
1081992369.jpg,per_class,1,1,0.7429072856903076,1,0.7429072856903076,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_030_1081992369_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_030_1081992369_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_030_1081992369_heatmap.png
2923119977.jpg,per_class,1,4,0.554408848285675,4,0.554408848285675,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_031_2923119977_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_031_2923119977_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_031_2923119977_heatmap.png
1234375577.jpg,per_class,1,1,0.8614593744277954,1,0.8614593744277954,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_032_1234375577_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_032_1234375577_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_032_1234375577_heatmap.png
4046154865.jpg,per_class,1,1,0.8893399238586426,1,0.8893399238586426,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_033_4046154865_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_033_4046154865_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_033_4046154865_heatmap.png
2421660747.jpg,per_class,1,1,0.4167211651802063,1,0.4167211651802063,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_034_2421660747_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_034_2421660747_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_034_2421660747_heatmap.png
4172181287.jpg,per_class,1,1,0.8676143288612366,1,0.8676143288612366,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_035_4172181287_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_035_4172181287_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_035_4172181287_heatmap.png
410291053.jpg,per_class,2,2,0.7861548662185669,2,0.7861548662185669,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_036_410291053_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_036_410291053_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_036_410291053_heatmap.png
3089605566.jpg,per_class,2,2,0.8315448760986328,2,0.8315448760986328,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_037_3089605566_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_037_3089605566_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_037_3089605566_heatmap.png
4122820167.jpg,per_class,2,4,0.6202009916305542,4,0.6202009916305542,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_038_4122820167_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_038_4122820167_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_038_4122820167_heatmap.png
1519657958.jpg,per_class,2,2,0.8638328313827515,2,0.8638328313827515,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_039_1519657958_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_039_1519657958_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_039_1519657958_heatmap.png
1197890857.jpg,per_class,2,2,0.5510608553886414,2,0.5510608553886414,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_040_1197890857_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_040_1197890857_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_040_1197890857_heatmap.png
860103938.jpg,per_class,2,2,0.8633542656898499,2,0.8633542656898499,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_041_860103938_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_041_860103938_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_041_860103938_heatmap.png
1277789680.jpg,per_class,3,3,0.8968174457550049,3,0.8968174457550049,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_042_1277789680_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_042_1277789680_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_042_1277789680_heatmap.png
2151059050.jpg,per_class,3,3,0.9040464162826538,3,0.9040464162826538,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_043_2151059050_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_043_2151059050_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_043_2151059050_heatmap.png
1761544079.jpg,per_class,3,3,0.8197265863418579,3,0.8197265863418579,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_044_1761544079_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_044_1761544079_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_044_1761544079_heatmap.png
1113813904.jpg,per_class,3,3,0.8954129219055176,3,0.8954129219055176,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_045_1113813904_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_045_1113813904_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_045_1113813904_heatmap.png
3234850846.jpg,per_class,3,2,0.37016990780830383,2,0.37016990780830383,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_046_3234850846_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_046_3234850846_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_046_3234850846_heatmap.png
63578884.jpg,per_class,3,3,0.8538914322853088,3,0.8538914322853088,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_047_63578884_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_047_63578884_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_047_63578884_heatmap.png
672149291.jpg,per_class,4,4,0.7472248077392578,4,0.7472248077392578,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_048_672149291_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_048_672149291_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_048_672149291_heatmap.png
3562291336.jpg,per_class,4,4,0.7018812894821167,4,0.7018812894821167,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_049_3562291336_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_049_3562291336_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_049_3562291336_heatmap.png
653958117.jpg,per_class,4,4,0.7314636707305908,4,0.7314636707305908,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_050_653958117_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_050_653958117_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_050_653958117_heatmap.png
711729648.jpg,per_class,4,4,0.6860736012458801,4,0.6860736012458801,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_051_711729648_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_051_711729648_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_051_711729648_heatmap.png
3329640569.jpg,per_class,4,4,0.5666660666465759,4,0.5666660666465759,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_052_3329640569_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_052_3329640569_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_052_3329640569_heatmap.png
127742871.jpg,per_class,4,4,0.9325044751167297,4,0.9325044751167297,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_053_127742871_panel.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_053_127742871_overlay.png,interpretability_outputs/gradcam_effb3_seg_best_ensemble_samples/per_class_053_127742871_heatmap.png
