image_id,label,label_pred,prob_0,prob_1,prob_2,prob_3,prob_4,pred_label,pred_confidence,entropy,true_label_probability,is_correct,selection_group
1654084150.jpg,2,2,0.00676029454,0.00780548392,0.016451171,0.9593986,0.00958442806,3,0.9593986,0.2235399173677463,0.016451171,False,low_true_prob
72925791.jpg,0,0,0.0183968658,0.06945577,0.0670241528,0.0396794912,0.80544371,4,0.80544371,0.7422054030955225,0.0183968658,False,low_true_prob
3203412332.jpg,0,0,0.1633759296,0.0655134976,0.1914,0.0191823202,0.560528242,4,0.560528242,1.1913227497044003,0.1633759296,False,per_class
1652157522.jpg,0,0,0.2347675524,0.386167528,0.0192077102,0.211341392,0.148515838,1,0.386167528,1.3952781749074006,0.2347675524,False,per_class
3944841972.jpg,0,0,0.876214984,0.053328791,0.018710498,0.0169337838,0.0348119364,0,0.876214984,0.5325056914576161,0.876214984,True,per_class
1333580402.jpg,0,0,0.735492692,0.0180977978,0.012595936,0.02241974,0.211393786,0,0.735492692,0.7673201291654064,0.735492692,True,per_class
3959033347.jpg,0,0,0.3970404319999999,0.0098934036,0.01060822692,0.00869314944,0.573764784,4,0.573764784,0.8206439804696869,0.3970404319999999,False,per_class
942994246.jpg,0,0,0.473858024,0.057704956,0.01112934094,0.01615101722,0.441156652,0,0.473858024,0.9962179666004116,0.473858024,True,per_class
1081992369.jpg,1,1,0.0210521078,0.8295896039999999,0.0647646648,0.01106347778,0.0735301304,1,0.8295896039999999,0.6552740978462122,0.8295896039999999,True,per_class
2923119977.jpg,1,1,0.1700463052,0.407615492,0.011267979958,0.03124533698,0.379824892,1,0.407615492,1.1936012779299405,0.407615492,True,per_class
1234375577.jpg,1,1,0.0222310756,0.81999793,0.0686816972,0.0760887007999999,0.01300058676,1,0.81999793,0.6837490155340907,0.81999793,True,per_class
4046154865.jpg,1,1,0.00850943338,0.91537784,0.011462834,0.0551872976,0.0094626022,1,0.91537784,0.376698866898179,0.91537784,True,per_class
2421660747.jpg,1,1,0.4829166359999999,0.346799728,0.0165850935,0.124852298,0.0288462354,0,0.4829166359999999,1.1488234822572179,0.346799728,False,per_class
4172181287.jpg,1,1,0.01069978258,0.953007456,0.012266882998,0.0150827603,0.0089431021464,1,0.953007456,0.2538496542317208,0.953007456,True,per_class
410291053.jpg,2,2,0.010451506915,0.00990229048,0.8853750220000001,0.07285445536,0.02141673868,2,0.8853750220000001,0.4743015157277003,0.8853750220000001,True,per_class
3089605566.jpg,2,2,0.1145775987999999,0.01377072376,0.829109442,0.0215202676,0.0210219648,2,0.829109442,0.6264227624657919,0.829109442,True,per_class
4122820167.jpg,2,2,0.125713537,0.0312595852,0.2710142132,0.0678535092,0.504159136,4,0.504159136,1.2506915468200153,0.2710142132,False,per_class
1519657958.jpg,2,2,0.00987195874,0.011011245,0.9417997,0.028274144,0.009043000892,2,0.9417997,0.29508439120236296,0.9417997,True,per_class
1197890857.jpg,2,2,0.0162699772,0.045659686,0.61443216,0.0610768166,0.262561328,2,0.61443216,1.029063873574455,0.61443216,True,per_class
860103938.jpg,2,2,0.0382988323999999,0.0137389886,0.92015623,0.01742355628,0.010382397356,2,0.92015623,0.3784049845600346,0.92015623,True,per_class
1277789680.jpg,3,3,0.006663338367,0.00893540824264,0.0173673097,0.959829426,0.007204528679,3,0.959829426,0.22083132021141666,0.959829426,True,per_class
2151059050.jpg,3,3,0.008647892804,0.0177304681,0.0176503498,0.947881042,0.0080902216038,3,0.947881042,0.2735412770368396,0.947881042,True,per_class
1761544079.jpg,3,3,0.0138743303352,0.01386612258,0.04301229,0.917006848,0.012240418687,3,0.917006848,0.3873466970655256,0.917006848,True,per_class
1113813904.jpg,3,3,0.0072554345959999,0.0080962296399999,0.0079997482,0.959187064,0.0174615289,3,0.959187064,0.22400869461994732,0.959187064,True,per_class
3234850846.jpg,3,3,0.0236695846,0.209233872,0.36635326,0.357654962,0.0430883072,2,0.36635326,1.287017344790582,0.357654962,False,per_class
63578884.jpg,3,3,0.0067755763839999,0.01439700564,0.02108995608,0.949286476,0.008450984868,3,0.949286476,0.26602512510765275,0.949286476,True,per_class
672149291.jpg,4,4,0.0274311124,0.062909906,0.097348124,0.01415849822,0.79815232,4,0.79815232,0.7396522385648616,0.79815232,True,per_class
3562291336.jpg,4,4,0.074669622,0.105988788,0.02057061346,0.0202565818,0.7785144239999999,4,0.7785144239999999,0.7854224248485522,0.7785144239999999,True,per_class
653958117.jpg,4,4,0.00496842332,0.0246999103,0.124686206,0.0526455036,0.79299998,4,0.79299998,0.7162797927691448,0.79299998,True,per_class
711729648.jpg,4,4,0.0271383794,0.0868783502,0.02447151662,0.0490453732,0.812466404,4,0.812466404,0.7175492946775714,0.812466404,True,per_class
3329640569.jpg,4,4,0.061132882,0.078184928,0.107333476,0.00945649228,0.7438922079999999,4,0.7438922079999999,0.8738295848956354,0.7438922079999999,True,per_class
127742871.jpg,4,4,0.0502679968,0.00725201478,0.01270632177,0.01078237574,0.91899132,4,0.91899132,0.3679966121882298,0.91899132,True,per_class
