image_id,label,prob_0,prob_1,prob_2,prob_3,prob_4,pred_label,pred_confidence,self_confidence,true_label_probability,max_other_probability,normalized_margin,entropy,is_misclassified,cleanlab_rank
155007305.jpg,2,0.0317132356,0.329318668,0.0335568588,0.032635336,0.572775908,4,0.572775908,0.0335568588,0.0335568588,0.572775908,-0.5392190492,1.0200115754908197,True,26
2635668715.jpg,3,0.0501595413,0.0285428914,0.284035604,0.0335799568,0.6036820359999999,4,0.6036820359999999,0.0335799568,0.0335799568,0.6036820359999999,-0.5701020791999999,1.0277636940394987,True,27
3973759314.jpg,2,0.0294012107999999,0.00795086548,0.037511331,0.918907552,0.00622903542898,3,0.918907552,0.037511331,0.037511331,0.918907552,-0.8813962209999999,0.3746281432816073,True,28
2279252876.jpg,2,0.0100717368028,0.011354588012,0.0405999914,0.8567964459999999,0.08117723718,3,0.8567964459999999,0.0405999914,0.0405999914,0.8567964459999999,-0.8161964545999999,0.5635072022482698,True,29
2191616657.jpg,4,0.00886590528,0.0120522385,0.00900589292,0.929065184,0.0410107887999999,3,0.929065184,0.0410107887999999,0.0410107887999999,0.929065184,-0.8880543952000002,0.3369081574999707,True,30
1909629301.jpg,1,0.01065259004,0.0427039328,0.85015586,0.07783405,0.018653579,2,0.85015586,0.0427039328,0.0427039328,0.85015586,-0.8074519272,0.5940567545040487,True,31
3924271775.jpg,4,0.1943257199999999,0.0947704163,0.572056184,0.096105684,0.0427419862,2,0.572056184,0.0427419862,0.0427419862,0.572056184,-0.5293141978,1.221015505481894,True,32
401824702.jpg,4,0.006670206994,0.00990640076,0.0578602864,0.8826499,0.0429132318,3,0.8826499,0.0429132318,0.0429132318,0.8826499,-0.8397366682,0.48931186159334905,True,33
1783550319.jpg,3,0.387875392,0.525665222,0.0080628258,0.0430322752,0.0353642776,1,0.525665222,0.0430322752,0.0430322752,0.525665222,-0.4826329468,0.9978232364901066,True,34
3887762313.jpg,0,0.0430571448,0.249151346,0.01830920878,0.01073840674,0.6787438960000001,4,0.6787438960000001,0.0430571448,0.0430571448,0.6787438960000001,-0.6356867512000001,0.8666202473907128,True,35
3456823667.jpg,4,0.0163787968,0.0288399659999999,0.0389587186,0.8709685,0.0448540442,3,0.8709685,0.0448540442,0.0448540442,0.8709685,-0.8261144558,0.5556091219823467,True,36
1054935979.jpg,1,0.0091739178839999,0.0455513328,0.019304868,0.91681044,0.009159445884,3,0.91681044,0.0455513328,0.0455513328,0.91681044,-0.8712591072,0.3825607997773446,True,37
2703905057.jpg,1,0.01119299222,0.0478999181999999,0.0149039484,0.9204109,0.00559226831078,3,0.9204109,0.0478999181999999,0.0478999181999999,0.9204109,-0.8725109818000001,0.36386068640441316,True,38
3558035737.jpg,1,0.01697028804,0.0486190976,0.0204138654,0.8827464460000001,0.0312502875999999,3,0.8827464460000001,0.0486190976,0.0486190976,0.8827464460000001,-0.8341273484,0.5140273674635534,True,39
69869891.jpg,4,0.007571019918,0.0078609866232,0.0405207176,0.8950076,0.0490396688,3,0.8950076,0.0490396688,0.0490396688,0.8950076,-0.8459679312,0.4521104585868193,True,40
3487867690.jpg,4,0.0058324395302,0.01449836642,0.02188643392,0.90807842,0.0497043479999999,3,0.90807842,0.0497043479999999,0.0497043479999999,0.90807842,-0.8583740720000002,0.411790192204018,True,41
1365612235.jpg,4,0.0102417418,0.0084867421,0.0231434762,0.90554889,0.0525791907999999,3,0.90554889,0.0525791907999999,0.0525791907999999,0.90554889,-0.8529696992000002,0.41926674868253,True,42
3867608934.jpg,2,0.01022527272,0.0107282739702,0.0537142776,0.90244614,0.02288603274,3,0.90244614,0.0537142776,0.0537142776,0.90244614,-0.8487318624,0.43165584289060294,True,43
3459275499.jpg,3,0.0071479295,0.01277023,0.0071455737,0.0549546312,0.917981624,4,0.917981624,0.0549546312,0.0549546312,0.917981624,-0.8630269928000001,0.3643078700789548,True,44
982241079.jpg,1,0.021309936,0.0571677887999999,0.026413245,0.0292861718,0.865822876,4,0.865822876,0.0571677887999999,0.0571677887999999,0.865822876,-0.8086550872,0.569738897968991,True,45
2736497961.jpg,4,0.89483358,0.0119034847,0.0229195486,0.01154744848,0.058795946,0,0.89483358,0.058795946,0.058795946,0.89483358,-0.836037634,0.4568395196630055,True,46
2181796105.jpg,1,0.449146436,0.061329931,0.01196936136,0.0233164176,0.454237862,4,0.454237862,0.061329931,0.061329931,0.454237862,-0.392907931,1.0297623394789854,True,47
90670123.jpg,4,0.0111023787,0.009124442344,0.0199775338,0.89601752,0.0637781128,3,0.89601752,0.0637781128,0.0637781128,0.89601752,-0.8322394072,0.4449159192766977,True,48
2454437891.jpg,4,0.752857804,0.1628792339999999,0.00642095434,0.01280366618,0.0650383462,0,0.752857804,0.0650383462,0.0650383462,0.752857804,-0.6878194578,0.7752531767547833,True,49
4267414655.jpg,1,0.76226254,0.065444326,0.1000854738,0.059198884,0.01300881445,0,0.76226254,0.065444326,0.065444326,0.76226254,-0.6968182140000001,0.8395668755859653,True,50
939153733.jpg,2,0.0098391108,0.0087877433999999,0.0666268491999999,0.906662762,0.008083521888,3,0.906662762,0.0666268491999999,0.0666268491999999,0.906662762,-0.8400359128000001,0.39532861015607434,True,51
144323754.jpg,3,0.007340872086,0.0041280779054,0.915977356,0.066939504,0.00561418471054,2,0.915977356,0.066939504,0.066939504,0.915977356,-0.8490378519999999,0.34922507063534874,True,52
1998622752.jpg,2,0.7408979400000001,0.0235105026,0.0720719704,0.0360674755999999,0.1274521048,0,0.7408979400000001,0.0720719704,0.0720719704,0.7408979400000001,-0.6688259696000001,0.8822995342501481,True,53
1419674728.jpg,3,0.623451148,0.11893257,0.0140519451599999,0.0733828772,0.170181444,0,0.623451148,0.0733828772,0.0733828772,0.623451148,-0.5500682708,1.1007872141313328,True,54
1272381477.jpg,4,0.6719415639999999,0.208145328,0.01932923,0.0251217528,0.0754621319999999,0,0.6719415639999999,0.0754621319999999,0.0754621319999999,0.6719415639999999,-0.596479432,0.9576695282665989,True,55
1303082197.jpg,1,0.608157772,0.078463784,0.0417453606,0.038602086,0.23303096,0,0.608157772,0.078463784,0.078463784,0.608157772,-0.529693988,1.0997971027865168,True,56
1812275285.jpg,2,0.607079994,0.20029396,0.079278598,0.0157964181,0.09755104962,0,0.607079994,0.079278598,0.079278598,0.607079994,-0.527801396,1.1185727058068362,True,57
3727711580.jpg,0,0.0794435006,0.0162139408,0.1497907608,0.0288585424,0.725693264,4,0.725693264,0.0794435006,0.0794435006,0.725693264,-0.6462497634,0.8874104900439443,True,58
2365870613.jpg,4,0.0068610254295999,0.0092892039,0.01067430108,0.89111344,0.082062031,3,0.89111344,0.082062031,0.082062031,0.89111344,-0.809051409,0.43401339796953925,True,59
2962857550.jpg,4,0.00898839408,0.01083489072,0.882172624,0.01043733808,0.0875667404,2,0.882172624,0.0875667404,0.0875667404,0.882172624,-0.7946058836,0.46285017323461664,True,60
2953610226.jpg,1,0.8576254160000001,0.0883428232,0.0309220456,0.01051023124,0.0125994837999999,0,0.8576254160000001,0.0883428232,0.0883428232,0.8576254160000001,-0.7692825928000001,0.5565710223361161,True,61
2964319583.jpg,2,0.008169188838,0.00914968336,0.0885762599999999,0.885485338,0.008619528586,3,0.885485338,0.0885762599999999,0.0885762599999999,0.885485338,-0.7969090780000001,0.4455876646734905,True,62
2654097903.jpg,0,0.0899510469999999,0.154775924,0.0207976182,0.0510521292,0.68342328,4,0.68342328,0.0899510469999999,0.0899510469999999,0.68342328,-0.5934722330000001,0.9979851750199132,True,63
1034735631.jpg,1,0.01091640602,0.09010124,0.6156183559999999,0.01556560468,0.267798372,2,0.6156183559999999,0.09010124,0.09010124,0.6156183559999999,-0.525517116,0.9824508361406465,True,64
2128581284.jpg,4,0.58656131,0.0294074176,0.04299966558,0.2464729219999999,0.0945586888,0,0.58656131,0.0945586888,0.0945586888,0.58656131,-0.4920026212,1.120130299560014,True,65
1518949710.jpg,1,0.0411307998,0.0954879563999999,0.0335879835999999,0.00834795892,0.8214453039999999,4,0.8214453039999999,0.0954879563999999,0.0954879563999999,0.8214453039999999,-0.7259573476000001,0.6710310334788306,True,66
4234605337.jpg,3,0.0608226888,0.0492038274,0.7821753,0.095853328,0.0119448678099999,2,0.7821753,0.095853328,0.095853328,0.7821753,-0.686321972,0.7882994780862385,True,67
3936409470.jpg,3,0.026495095156,0.0101891077,0.85603822,0.097091,0.01018654125,2,0.85603822,0.097091,0.097091,0.85603822,-0.7589472199999999,0.549141812423661,True,68
1222634459.jpg,3,0.22634435,0.0565695042,0.02494722604,0.0987800326,0.593358868,4,0.593358868,0.0987800326,0.0987800326,0.593358868,-0.4945788354,1.12921215625463,True,69
2196411231.jpg,4,0.5335762479999999,0.1298843684,0.0339585974,0.2037025479999999,0.0988782142,0,0.5335762479999999,0.0988782142,0.0988782142,0.5335762479999999,-0.43469803379999994,1.2680458195082653,True,70
3151692315.jpg,3,0.0532127073,0.0701826908,0.0462293284,0.0993575154,0.73101776,4,0.73101776,0.0993575154,0.0993575154,0.73101776,-0.6316602445999999,0.9431240330560836,True,71
4114788959.jpg,2,0.0064425316,0.01096676022,0.102807588,0.00836432206,0.871418776,4,0.871418776,0.102807588,0.102807588,0.871418776,-0.768611188,0.4758185505497716,True,72
4286158151.jpg,1,0.7880377300000001,0.1030530604,0.0512621424,0.020937291,0.0367097884,0,0.7880377300000001,0.1030530604,0.1030530604,0.7880377300000001,-0.6849846696000002,0.7764603975208078,True,73
1091869695.jpg,1,0.0129087394,0.1040506288,0.8386849599999999,0.0258991424,0.01845652818,2,0.8386849599999999,0.1040506288,0.1040506288,0.8386849599999999,-0.7346343311999999,0.6074548849504465,True,74
3472375086.jpg,4,0.84664214,0.03548359,0.0091139121,0.004643166816,0.10411718,0,0.84664214,0.10411718,0.10411718,0.84664214,-0.74252496,0.5627144813888928,True,75
1722033032.jpg,2,0.64052714,0.0147020604,0.11080279,0.0204396432,0.213528364,0,0.64052714,0.11080279,0.11080279,0.64052714,-0.52972435,1.0003380632567231,True,76
792936600.jpg,4,0.70477118,0.14259153,0.01030253578,0.0297723684,0.112562424,0,0.70477118,0.112562424,0.112562424,0.70477118,-0.592208756,0.9219498264525564,True,77
1150408914.jpg,1,0.0289499246,0.1156030126,0.0212496686,0.1189834418,0.715213972,4,0.715213972,0.1156030126,0.1156030126,0.715213972,-0.5996109594000001,0.9268208955044379,True,78
597389720.jpg,2,0.03729320782,0.0261050714,0.125008738,0.0434320688,0.768160904,4,0.768160904,0.125008738,0.125008738,0.768160904,-0.643152166,0.8165984771664838,True,79
3630015138.jpg,1,0.8360738,0.1329933128,0.00854145848,0.0106375031,0.01175394758,0,0.8360738,0.1329933128,0.1329933128,0.8360738,-0.7030804871999999,0.5592385329038266,True,80
2221889127.jpg,1,0.6070429820000001,0.135652715,0.0334351192,0.0724743668,0.151394842,0,0.6070429820000001,0.135652715,0.135652715,0.6070429820000001,-0.4713902670000001,1.1636375453285706,True,81
1207142999.jpg,0,0.137099572,0.243624872,0.01454160478,0.0117849134,0.5929490040000001,4,0.5929490040000001,0.137099572,0.137099572,0.5929490040000001,-0.45584943200000005,1.0402130873332593,True,82
3817468539.jpg,2,0.0167954986,0.010761614744,0.1375027896,0.0128747561999999,0.82206534,4,0.82206534,0.1375027896,0.1375027896,0.82206534,-0.6845625503999999,0.6073361022042121,True,83
4109440762.jpg,1,0.037639406,0.1399982679999999,0.0525016217999999,0.067758078,0.70210262,4,0.70210262,0.1399982679999999,0.1399982679999999,0.70210262,-0.5621043520000001,0.9841264635307714,True,84
2908770842.jpg,1,0.005727472616,0.14502100698,0.0268452952,0.005147525302,0.8172586999999999,4,0.8172586999999999,0.14502100698,0.14502100698,0.8172586999999999,-0.6722376930199999,0.5987489351783396,True,85
486370102.jpg,1,0.180125498,0.149744654,0.013074355908,0.009460756476,0.647594712,4,0.647594712,0.149744654,0.149744654,0.647594712,-0.49785005799999993,0.9752633055142216,True,86
2086525919.jpg,3,0.0222788344,0.0608489744,0.0569115078,0.152625935,0.707334772,4,0.707334772,0.152625935,0.152625935,0.707334772,-0.554708837,0.9500290194873444,True,87
4275116781.jpg,0,0.158222068,0.04979364792,0.01044171174,0.009424596944,0.77211794,4,0.77211794,0.158222068,0.158222068,0.77211794,-0.6138958720000001,0.7323757103000814,True,88
4068398781.jpg,4,0.688409378,0.063252806,0.08115019636,0.0084131046399999,0.158774512,0,0.688409378,0.158774512,0.158774512,0.688409378,-0.529634866,0.9678396776792393,True,89
291050311.jpg,0,0.1629375512,0.0788185704,0.010392485769,0.106633666,0.641217688,4,0.641217688,0.1629375512,0.1629375512,0.641217688,-0.47828013680000003,1.066970486920765,True,90
3720541939.jpg,2,0.008901443,0.77365343,0.168320998,0.037482646,0.0116414808999999,1,0.77365343,0.168320998,0.168320998,0.77365343,-0.605332432,0.7154304506182856,True,91
4113877744.jpg,4,0.555779096,0.215594778,0.01980119,0.03389941482,0.174925494,0,0.555779096,0.174925494,0.174925494,0.555779096,-0.38085360199999996,1.1546073342962375,True,92
2529805366.jpg,3,0.01162345006,0.0194884489999999,0.7643432,0.175476944,0.0290679614,2,0.7643432,0.175476944,0.175476944,0.7643432,-0.588866256,0.7421511343403313,True,93
3344412896.jpg,4,0.6540503240000001,0.135723146,0.0220286654,0.01270810002,0.175489762,0,0.6540503240000001,0.175489762,0.175489762,0.6540503240000001,-0.4785605620000001,0.9936573001854023,True,94
1381453836.jpg,1,0.100930298,0.185487452,0.01082441988,0.006689817148,0.69606799,4,0.69606799,0.185487452,0.185487452,0.69606799,-0.5105805379999999,0.8786481093919252,True,95
1057579024.jpg,3,0.008578475576,0.73143698,0.0658094042,0.1857889968,0.008386163372,1,0.73143698,0.1857889968,0.1857889968,0.73143698,-0.5456479832000001,0.8014455141113515,True,96
1099870140.jpg,1,0.683048124,0.190272048,0.011345768718,0.0287646484,0.08656937,0,0.683048124,0.190272048,0.190272048,0.683048124,-0.49277607600000006,0.9407994533313516,True,97
857910285.jpg,1,0.0470578624,0.204888086,0.091790234,0.02508660346,0.631177222,4,0.631177222,0.204888086,0.204888086,0.631177222,-0.42628913600000007,1.0707545060782633,True,98
1974290297.jpg,3,0.0358917491,0.0229007666,0.077479098,0.209575194,0.6541532,4,0.6541532,0.209575194,0.209575194,0.6541532,-0.44457800599999997,1.0092083840567352,True,99
3253799470.jpg,2,0.0212650624,0.1742694344,0.213572982,0.0150802662,0.57581226,4,0.57581226,0.213572982,0.213572982,0.57581226,-0.362239278,1.0971548205640513,True,100
235457255.jpg,1,0.141978516,0.214970026,0.0343203722,0.0134140349,0.59531706,4,0.59531706,0.214970026,0.214970026,0.59531706,-0.3803470339999999,1.0899481283025336,True,101
2940098090.jpg,2,0.009605641212,0.0456719268,0.227033822,0.012934852,0.7047537399999999,4,0.7047537399999999,0.227033822,0.227033822,0.7047537399999999,-0.4777199179999999,0.8250278687179197,True,102
1840283503.jpg,4,0.63920758,0.0792711775999999,0.04268186864,0.008257804222,0.2305815719999999,0,0.63920758,0.2305815719999999,0.2305815719999999,0.63920758,-0.4086260080000001,0.9995300543300789,True,103
3934102198.jpg,2,0.0187521082,0.01379092972,0.230869128,0.02305886796,0.7135289699999999,4,0.7135289699999999,0.230869128,0.230869128,0.7135289699999999,-0.4826598419999999,0.7998398182872131,True,104
1644503085.jpg,3,0.02020431994,0.0112066721,0.03087421888,0.233084464,0.704630306,4,0.704630306,0.233084464,0.233084464,0.704630306,-0.471545842,0.8226736961385865,True,105
1551047052.jpg,4,0.704437628,0.0394598058,0.00692192638,0.0148645269,0.2343161155999999,0,0.704437628,0.2343161155999999,0.2343161155999999,0.704437628,-0.4701215124000001,0.8113533862308602,True,106
584996062.jpg,0,0.23800611,0.608591248,0.0523738482,0.0435542196,0.057474592,1,0.608591248,0.23800611,0.23800611,0.608591248,-0.370585138,1.0990073455366631,True,107
3925441906.jpg,3,0.01122451038,0.0118629655999999,0.716162352,0.23844419,0.0223059693,2,0.716162352,0.23844419,0.23844419,0.716162352,-0.477718162,0.7687539337112878,True,108
3408953915.jpg,1,0.0910134719999999,0.242630442,0.01114711998,0.014978670078,0.640230334,4,0.640230334,0.242630442,0.242630442,0.640230334,-0.39759989199999995,0.9603007287470043,True,109
1137270192.jpg,3,0.0147390254,0.008442563348,0.724554182,0.244476984,0.00778726772062,2,0.724554182,0.244476984,0.244476984,0.724554182,-0.480077198,0.7181053198170241,True,110
2765109909.jpg,4,0.650029976,0.0538655544,0.0375983972,0.01102250664,0.247483568,0,0.650029976,0.247483568,0.247483568,0.650029976,-0.402546408,0.9559761626139887,True,111
1260599331.jpg,2,0.018036596,0.0227270409999999,0.251689354,0.01533149056,0.692215516,4,0.692215516,0.251689354,0.251689354,0.692215516,-0.440526162,0.8243370188463666,True,112
2260577745.jpg,4,0.601597048,0.100536644,0.034048438,0.00648724584,0.2573306039999999,0,0.601597048,0.2573306039999999,0.2573306039999999,0.601597048,-0.3442664440000001,1.0337319778340284,True,113
1737787955.jpg,2,0.0452422284,0.0212979372,0.275192328,0.0131668407,0.6451006699999999,4,0.6451006699999999,0.275192328,0.275192328,0.6451006699999999,-0.36990834199999995,0.9169051598372491,True,114
4184062100.jpg,2,0.00816253373,0.01898908812,0.2770932,0.0128244724,0.682930684,4,0.682930684,0.2770932,0.2770932,0.682930684,-0.405837484,0.7864518463611027,True,115
629637059.jpg,4,0.4881171119999999,0.198455362,0.009845683058,0.0208166598,0.282765176,0,0.4881171119999999,0.282765176,0.282765176,0.4881171119999999,-0.2053519359999999,1.154285679843925,True,116
1983454737.jpg,4,0.54680726,0.068205372,0.0890757862,0.00947732966,0.286434234,0,0.54680726,0.286434234,0.286434234,0.54680726,-0.260373026,1.1309082410906464,True,117
1372417670.jpg,4,0.647300844,0.02234459738,0.0206313792,0.018737059,0.2909861,0,0.647300844,0.2909861,0.2909861,0.647300844,-0.35631474399999996,0.8802829674963651,True,118
2185298493.jpg,4,0.607104376,0.0191183126,0.05571392596,0.0256704748,0.292392898,0,0.607104376,0.292392898,0.292392898,0.607104376,-0.314711478,0.9930656302578564,True,119
3158652079.jpg,4,0.642361004,0.00997498238,0.0164757511799999,0.004953477424,0.3262348,0,0.642361004,0.3262348,0.3262348,0.642361004,-0.31612620399999997,0.7896401439914388,True,120
